year,mean_return,volatility,sharpe,equity
2016,0.2484437376727557,0.9033985274077205,0.27501012026846977,1.2484437376727557
2017,0.9403281457808174,8.00090282999403,0.11752775477483444,2.422390522630251
2018,0.06053069115169548,0.3705119599178047,0.16337041094469326,2.569019495204377
