timestamp,weighted_return
2020-07-29,-0.005155781914323644
2020-07-30,0.0008254374285286685
2020-07-31,0.0400811164369133
2020-08-03,0.0495487557643376
2020-08-04,0.015249605324295354
2020-08-05,-0.022765230902328848
2020-08-06,-0.019768664275520858
2020-08-07,-0.061282976240934615
2020-08-10,-0.0478060766500478
2020-08-11,-0.04687420267982485
2020-08-12,-0.05696588498939102
2020-08-13,0.057836303237853846
2020-08-14,0.012389680916682213
2020-08-17,-0.05373787690957653
2020-08-18,-0.05467473077208666
2020-08-19,-0.07075962774173468
2020-08-20,-0.11112013894475063
2020-08-21,-0.04124089790963764
2020-08-24,-0.061050588664945574
2020-08-25,-0.0009122274446424529
2020-08-26,-0.06737536998225113
2020-08-27,-0.021819584403910706
2020-08-28,0.022546507512639227
2020-08-31,0.037099370478460895
2020-09-01,-0.024067762170615393
2020-09-02,-0.0025053459236085316
2020-09-03,0.016669511128384874
2020-09-04,0.03186790018816888
2020-09-08,0.06357760396284244
2020-09-09,0.057261050410359574
2020-09-10,0.05319792473197846
2020-09-11,0.05473369302082677
2020-09-14,-0.06098928283042842
2020-09-15,-0.07722115360829909
2020-09-16,-0.041928334528018626
2020-09-17,-0.06746250344066027
2020-09-18,-0.05143430216803609
2020-09-21,-0.0046674273089238
2020-09-22,-0.021228965326285886
2020-09-23,0.02309825907235734
2020-09-24,-0.035996866602339264
2020-09-25,-0.042626379468145674
2020-09-28,-0.07431961957800455
2020-09-29,-0.13616910532852847
2020-09-30,-0.14511881590195244
2020-10-01,0.007107518845766985
2020-10-02,-0.026211156991405592
2020-10-05,0.031526084511445285
2020-10-06,0.047317408979159856
2020-10-07,0.005138198142572008
2020-10-08,-0.046816281127383286
2020-10-09,0.05576866795385491
2020-10-12,0.05087331978562857
2020-10-13,0.04774626018748543
2020-10-14,0.020250359533268165
2020-10-15,0.05963278239976011
2020-10-16,0.12673425664247612
2020-10-19,0.13483780567215442
2020-10-20,0.2141522656054492
2020-10-21,0.24883235506553394
2020-10-22,0.10604701987722992
2020-10-23,0.15739953299062243
2020-10-26,0.2849199968413514
2020-10-27,0.292806138344861
2020-10-28,0.3879335058602325
2020-10-29,0.350165552015264
2020-10-30,0.3057227112442701
2020-11-02,0.4086076449093986
2020-11-03,0.3738771393855593
2020-11-04,0.3479677901258241
2020-11-05,0.3683970470849538
2020-11-06,0.34357834453278746
2020-11-09,0.21005869261162394
2020-11-10,0.22411306842952355
2020-11-11,0.2221898031096458
2020-11-12,0.2023646336569884
2020-11-13,0.19065750170434315
2020-11-16,0.12372782111727706
2020-11-17,0.21517845907721012
2020-11-18,0.1117152125323725
2020-11-19,0.11392869126944061
2020-11-20,0.14386946816010635
2020-11-23,0.10624978384044477
2020-11-24,-0.02018992859478841
2020-11-25,-0.024252289389436323
2020-11-27,0.06134741069186363
2020-11-30,0.06304115325817629
2020-12-01,0.08433535060523634
2020-12-02,-0.02295098951050463
2020-12-03,0.01884356336674077
2020-12-04,0.055940814813656536
2020-12-07,0.05480505514620826
2020-12-08,0.07534325918156647
2020-12-09,0.10850774268461072
2020-12-10,0.1185436446251484
2020-12-11,0.11575219962405366
2020-12-14,0.20940560661408691
2020-12-15,0.15979608815464916
2020-12-16,0.2326700730570913
2020-12-17,0.1331455523112914
2020-12-18,0.19215140077244824
2020-12-21,0.16113080837410718
2020-12-22,0.186787394444321
2020-12-23,0.08976202553647013
2020-12-24,0.1445482539007107
2020-12-28,0.1592156165867979
2020-12-29,0.1453871580075091
2020-12-30,0.1410620789299114
2020-12-31,0.1419372048899986
2021-01-04,0.156136558999713
2021-01-05,0.09910658475206446
2021-01-06,0.08277990543022296
2021-01-07,0.10341532971206491
2021-01-08,0.10210989835342843
2021-01-11,0.08473839792660097
2021-01-12,0.14979846762755097
2021-01-13,0.18872378432922418
2021-01-14,0.15329982034691264
2021-01-15,0.14463676338442644
2021-01-19,0.1634476992052464
2021-01-20,0.1863931146223828
2021-01-21,0.18511154647021555
2021-01-22,0.18081346379221613
2021-01-25,0.23270752463206062
2021-01-26,0.2728964241957746
2021-01-27,0.2581191253564515
2021-01-28,0.26653610218927115
2021-01-29,0.24717922532341324
2021-02-01,0.24797600137680198
2021-02-02,0.1693773927161328
2021-02-03,0.10002531621437652
2021-02-04,0.05325594237573779
2021-02-05,0.1048131451451818
2021-02-08,0.07856952897840938
2021-02-09,0.03835993786584541
2021-02-10,0.0806652235969805
2021-02-11,0.058420122150236356
2021-02-12,0.022040906168585124
2021-02-16,0.06945921145688935
2021-02-17,0.03811680312124126
2021-02-18,0.056679580543645317
2021-02-19,0.046753793338763415
2021-02-22,0.015645881480124364
2021-02-23,0.041761042518529815
2021-02-24,-0.07487462459559545
2021-02-25,0.051746536598176525
2021-02-26,0.04254084653807669
2021-03-01,-0.04640998690917726
2021-03-02,0.010018310785007811
2021-03-03,-0.001470552499686813
2021-03-04,0.0726840296547463
2021-03-05,0.08971195469785773
2021-03-08,0.08350385911970531
2021-03-09,-0.04297473865022655
2021-03-10,-0.06897115302187173
2021-03-11,-0.04867103140826218
2021-03-12,-0.0825105213686391
2021-03-15,-0.040690828757620735
2021-03-16,-0.01466054284605381
2021-03-17,-0.045296004430098374
2021-03-18,-0.012127874326141541
2021-03-19,-0.06978325139412357
2021-03-22,-0.07090851459490181
2021-03-23,-0.012963672537813161
2021-03-24,0.03400789781740618
2021-03-25,0.0755433291017538
2021-03-26,0.10270483649071216
2021-03-29,0.052116709609915456
2021-03-30,0.12093347863721776
2021-03-31,0.08992082211277759
2021-04-01,0.042367851300949506
2021-04-05,0.016006979014700252
2021-04-06,-0.010778597531198466
2021-04-07,0.0070662869026619475
2021-04-08,0.043773529157091644
2021-04-09,0.10380287817878653
2021-04-12,0.051013034738799076
2021-04-13,-0.02710224224002342
2021-04-14,-0.1285155122901837
2021-04-15,-0.04954350362634411
2021-04-16,-0.006275914302832899
2021-04-19,-0.010223037655205344
2021-04-20,0.005288180023612777
2021-04-21,-0.0660846306589216
2021-04-22,-0.019782508676307067
2021-04-26,-0.017996683323608133
2021-04-27,-0.07040313036244059
2021-04-28,-0.07407667759296571
2021-04-29,-0.12674265993262848
2021-04-30,-0.0980457980339351
2021-05-03,-0.049088514877777614
2021-05-04,-0.0004768998656920797
2021-05-05,0.0030719881456342524
2021-05-06,-0.010929311839449125
2021-05-07,-0.03132620704791782
2021-05-10,-0.02545664851063789
2021-05-11,-0.03187336459345975
2021-05-12,-0.006366046409940763
2021-05-13,0.024917794675748048
2021-05-14,0.019219385797649258
2021-05-17,-0.005286041246353306
2021-05-18,-0.02553807183692812
2021-05-19,0.052960287417824256
2021-05-20,0.009697496410395223
2021-05-21,0.07010833078994605
2021-05-24,0.09186405607788574
2021-05-25,0.1547170447839606
2021-05-26,0.04070194355574954
2021-05-27,0.08034966965825639
2021-05-28,0.10627776321821074
2021-06-01,0.08716084371175183
2021-06-02,0.03327342977017575
2021-06-03,-0.013804630622848904
2021-06-04,-0.11706420855058237
2021-06-07,0.03060631329053611
2021-06-08,0.10417810312540522
2021-06-09,0.09663988812955922
2021-06-10,0.08036470431186842
2021-06-11,0.07510402059042792
2021-06-14,0.037327791767432845
2021-06-15,0.030621573865653264
2021-06-16,0.027592935233110176
2021-06-17,-0.04637646419569873
2021-06-18,-0.010238625363845883
2021-06-21,0.01774274493305654
2021-06-22,8.457486967863436e-05
2021-06-23,0.0021678631425094833
2021-06-24,0.010519870451697914
2021-06-25,0.028976844851527222
2021-06-28,-0.018701065030048994
2021-06-29,-0.0859267907284302
2021-06-30,-0.06242667098152702
2021-07-01,-0.1024714374875238
2021-07-02,-0.0759558145373435
2021-07-06,-0.03433846759570578
2021-07-08,-0.00035679130512543747
2021-07-09,-0.06042305119390866
2021-07-12,0.03940107667242207
2021-07-13,0.05429178796465372
2021-07-14,0.00425592894863299
2021-07-15,0.013421789774721495
2021-07-16,0.009837847604388335
2021-07-19,0.06756810846788748
2021-07-20,0.07210435618422961
2021-07-22,0.03594845294353363
2021-07-23,-0.011966494147843263
2021-07-26,-0.06351196569455211
2021-07-27,-0.029968588459260734
2021-07-28,-0.048862181824305774
2021-07-29,-0.05528819845303282
2021-07-30,-0.07741802028680893
2021-09-24,-0.008582757459849148
2021-10-12,0.012797982365324567
2021-10-14,-0.02545587315560901
2021-10-18,-0.07599518134356262
2021-10-19,0.039833344956844735
2021-10-20,0.055946389087939426
2021-10-21,0.09059503009961484
2021-10-26,0.10768410863255197
2021-11-04,0.07013753286240926
2021-11-08,0.07536139636977103
2021-11-09,0.05469375985223709
2021-11-10,0.04420501202234685
2021-11-11,0.04543090644879859
2021-11-17,0.004998668186439419
2021-11-18,0.08223072136726653
2021-11-23,0.038569495240368415
2021-11-24,-0.011054009500535887
