metric,value
mean_ic,-0.0016441467280278116
std_ic,0.21599068881322062
information_ratio,-0.0076121185457656395
positive_ic_rate,0.5448548812664907
mean_p_value,0.15069755290999648
ic_autocorrelation,0.9110927114904208
best_ic,0.47374531372134016
worst_ic,-0.6702563943552975
