train_start,train_end,validation_year,accuracy,log_loss,train_rows,validation_rows
2011,2015,2016,0.6022169295770052,0.8975516207152066,568072,122602
2011,2016,2017,0.6071480202393382,0.8871297652681722,690674,124510
2011,2017,2018,0.6012113922419348,0.9020387234973303,815184,116395
