metric,value
annualized_return,0.2855678258105734
annualized_volatility,0.5399894692955219
sharpe_ratio,0.5288396201191281
max_drawdown,-0.3344514252799826
win_rate,0.5769230769230769
average_long_sectors,12.23076923076923
average_short_sectors,15.115384615384615
